slug,fqhc_name,zip,website_source,original_url,is_alive,final_url,http_status,reason,checked_at
arcadia-ca,APHCV - El Monte/Rosemead Health Center,91731,original,https://www.aphcv.org,true,https://www.aphcv.org/,200,ok,2026-05-28T18:01:27+00:00
arcadia-ca,East Valley Community Health Center (EVCHC) El Monte,91731,places,http://www.evchc.org/,true,https://www.evchc.org/,200,ok,2026-05-28T18:01:27+00:00
arcadia-ca,"ChapCare by AltaMed Medical Group  -  Monrovia, Lime",91016,original,https://www.altamed.org,true,https://www.altamed.org/,200,ok,2026-05-28T18:01:27+00:00
anchorage-ak,Covenant House Alaska Health Clinic,99501,places,https://covenanthouseak.org/,true,https://covenanthouseak.org/,200,ok,2026-05-28T18:01:27+00:00
arcadia-ca,Garfield Health Center El Monte Administrative Site,91731,places,http://garfieldmedicalcenter.com/,true,https://www.ahmchealth.com/gmc/?&sub=redirect-to-ahmchealth.com,200,ok,2026-05-28T18:01:28+00:00
arcadia-ca,Buddhist Tzu Chi Medical Foundation - Administrative Site,91731,original,https://tzuchimedical.us,true,https://tzuchimedical.us/,200,ok,2026-05-28T18:01:28+00:00
anchorage-ak,"EASTERN ALEUTIAN TRIBES, INC.",99503,original,https://www.eatribes.org,true,https://www.eatribes.org/,200,ok,2026-05-28T18:01:28+00:00
anchorage-ak,"Anchorage Neighborhood Health Center, Inc.",99503,original,https://www.anhc.org,true,https://www.anhc.org/,200,ok,2026-05-28T18:01:28+00:00
anchorage-ak,Big Lake Clinic,99623,places,https://www.centracare.com/locations/profile/big-lake-clinic,false,https://www.centracare.com/locations/profile/big-lake-clinic,403,http_403,2026-05-28T18:01:28+00:00
arcadia-ca,"Center for Family Health & Education, Inc. dba Priority Care Medical Group El Monte 1",91733,original,https://www.cffhae.org,true,https://www.cffhae.org/,200,ok,2026-05-28T18:01:28+00:00
anchorage-ak,ALEUTIAN/PRIBILOF ISLANDS ASSOCIATION,99518,original,https://www.apiai.org,true,https://www.apiai.org/,200,ok,2026-05-28T18:01:28+00:00
altamonte-springs-fl,Community Health Center - Forest City Family & Dental Care,32810,places,https://www.chcfl.org/locations/forest-city/,true,https://www.chcfl.org/locations/forest-city/,200,ok,2026-05-28T18:01:28+00:00
altamonte-springs-fl,Casselberry Health Center,32707,original,https://www.mytruehealth.org,true,https://www.mytruehealth.org/,200,ok,2026-05-28T18:01:29+00:00
altamonte-springs-fl,Osceola Community Health Services at Buenaventura Lakes,34744,original,https://www.osceolahealthcare.org,true,https://www.osceolahealthcare.org/,200,ok,2026-05-28T18:01:29+00:00
alexandria-va,Neighborhood Health at 2 East,22305,original,https://www.neighborhoodhealth.org,false,,,"conn_error:HTTPSConnectionPool(host='www.neighborhoodhealth.org', port=443): Max retries ex",2026-05-28T18:01:29+00:00
anchorage-ak,Georgetown Clinic,99501,original,https://www.ykhc.org,true,https://www.ykhc.org/,200,ok,2026-05-28T18:01:30+00:00
alexandria-va,Ingenuity Prep Public Charter School (SBMH),20032,places,http://www.ingenuityprep.org/,true,https://www.ingenuityprep.org/,200,ok,2026-05-28T18:01:30+00:00
alexandria-va,Greater Baden Medical Service at Oxon Hill,20745,original,https://www.gbms.org,true,https://gbms.org/,200,ok,2026-05-28T18:01:31+00:00
altamonte-springs-fl,Family Health Source Deltona,32725,original,https://www.myfhs.org,true,https://www.myfhs.org/,200,ok,2026-05-28T18:01:31+00:00
alexandria-va,801 East Shelter-Medical Respite,20032,places,https://www.catholiccharitiesdc.org/program/801-east-mens-shelter/,true,https://www.catholiccharitiesdc.org/program/801-east-mens-shelter/,200,ok,2026-05-28T18:01:32+00:00
altamonte-springs-fl,Evans High School Wellness Center,32808,places,http://www.obfh.org/,true,https://obfh.org/,200,ok,2026-05-28T18:01:32+00:00
agoura-hills-ca,"Clinicas del Camino Real, Inc. - Simi Valley",93065,original,https://www.clinicas.org,false,https://www.clinicas.org/,403,http_403,2026-05-28T18:01:32+00:00
agoura-hills-ca,Todos Para La Salud: Canoga Park,91303,places,https://www.todosclinic.org/,true,https://www.todosclinic.org/,200,ok,2026-05-28T18:01:33+00:00
alexandria-va,Whitman-Walker Health New Max Robinson,20032,places,http://www.whitman-walker.org/,true,https://www.whitman-walker.org/,200,ok,2026-05-28T18:01:34+00:00
agoura-hills-ca,Conejo Valley Family Medical Group,91360,places,http://www.vchca.org/,true,https://hca.venturacounty.gov/,200,ok,2026-05-28T18:01:34+00:00
apopka-fl,COMMUNITY HEALTH CENTER - APOPKA FAMILY & OB CARE,32703,original,https://WWW.CHCFL.ORG,true,https://www.chcfl.org/,200,ok,2026-05-28T18:01:35+00:00
apopka-fl,Evans High School Wellness Center,32808,places,http://www.obfh.org/,true,https://obfh.org/,200,ok,2026-05-28T18:01:35+00:00
apopka-fl,Casselberry Health Center,32707,original,https://www.mytruehealth.org,true,https://www.mytruehealth.org/,200,ok,2026-05-28T18:01:35+00:00
alexandria-va,Community of Hope Conway Health and Resource Center,20032,original,http://www.communityofhopedc.org,true,https://www.communityofhopedc.org/,200,ok,2026-05-28T18:01:35+00:00
apopka-fl,Osceola Community Health Services at Backlot,34747,original,https://www.osceolahealthcare.org,true,https://www.osceolahealthcare.org/,200,ok,2026-05-28T18:01:35+00:00
albany-ga,Hotz Scoggins Family Medical Center,31701,original,https://www.aaphc.org,true,https://www.aaphc.org/,200,ok,2026-05-28T18:01:36+00:00
albany-ga,Pediatric Convenient Care,31763,places,https://ccthealth.org/pediatric-convenient-care-leesburg/,true,https://ccthealth.org/pediatric-convenient-care-leesburg/,200,ok,2026-05-28T18:01:37+00:00
agoura-hills-ca,Tarzana Treatment Centers  -  Woodland Hills,91367,original,https://www.tarzanatc.org,true,https://www.tarzanatc.org/,200,ok,2026-05-28T18:01:37+00:00
berkeley-ca,BERKELEY PRIMARY CARE,94704,original,https://WWW.LIFELONGMEDICAL.ORG,false,https://www.lifelongmedical.org/,403,http_403,2026-05-28T18:01:37+00:00
apopka-fl,Family Health Source Deltona,32725,original,https://www.myfhs.org,true,https://www.myfhs.org/,200,ok,2026-05-28T18:01:37+00:00
berkeley-ca,Children's Hospital Oakland Teen,94609,original,https://www.cho.org,false,,,dns_failure,2026-05-28T18:01:37+00:00
berkeley-ca,El Cerrito High School-Based Health Center,94530,places,https://ecgauchos.wccusd.net/,true,https://ecgauchos.wccusd.net/,200,ok,2026-05-28T18:01:38+00:00
berkeley-ca,La Clinica Dental at Children's Hospital Oakland,94609,original,http://www.laclinica.org,true,https://laclinica.org/,200,ok,2026-05-28T18:01:38+00:00
berkeley-ca,ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY -- HEALTH CARE FOR THE HOMELESS PROGRAM -- ADMINISTRATIVE OFFICES,94612,original,https://www.achch.org,true,https://health.alamedacountyca.gov/division/health-care-for-the-homeless/,200,ok,2026-05-28T18:01:39+00:00
bedford-nh,Amoskeag Health at ProHealth,03101,places,http://www.amoskeaghealth.org/,true,https://www.amoskeaghealth.org/,200,ok,2026-05-28T18:01:39+00:00
bedford-nh,Harbor Care Health and Wellness Center,03063,places,https://www.harborcarenh.org/,true,https://harborcarenh.org/,200,ok,2026-05-28T18:01:40+00:00
bedford-nh,Healthy Together,03038,places,http://www.centerforlifemanagement.org/,true,https://centerforlifemanagement.org/,200,ok,2026-05-28T18:01:41+00:00
bedford-nh,HCH Program at CMC Community Health Services Division,03102,original,https://www.catholicmedicalcenter.org,true,https://www.catholicmc.com/,200,ok,2026-05-28T18:01:41+00:00
bedford-nh,Methuen Family Health Center,01844,places,https://methuenfamilyhealthcenter.org/,true,https://methuenfamilyhealthcenter.org/,200,ok,2026-05-28T18:01:41+00:00
bedford-nh,Kathyrn P. Stoklosa Middle School,01854,original,https://www.lchealth.org,true,https://www.lchealth.org/,200,ok,2026-05-28T18:01:42+00:00
bensalem-pa,Cottman Community Health Center,19149,original,https://www.spectrumhs.org,true,https://www.spectrumhs.org/,200,ok,2026-05-28T18:01:42+00:00
bensalem-pa,BURLINGTON CITY HEALTH CENTER,08016,original,https://www.sjfmc.org,true,https://www.sjfmc.org/,200,ok,2026-05-28T18:01:43+00:00
bensalem-pa,Philadelphia District Health Center #10,19149,original,http://www.phila.gov/health/index.html,true,https://www.phila.gov/departments/department-of-public-health/,200,ok,2026-05-28T18:01:43+00:00
bensalem-pa,Rising Sun Health Center,19120,places,https://www.phmc.org/site/programs/health-care-centers/rising-sun,true,https://phmc.org/program/rising-sun-health-center/,200,ok,2026-05-28T18:01:43+00:00
bensalem-pa,Parkview Women and Children's Health Center,19124,places,https://dvch.org/parkview-health-center/,true,https://dvch.org/parkview-health-center/,200,ok,2026-05-28T18:01:43+00:00
baton-rouge-la,Homeless Drop-In Center,70802,original,https://www.haartinc.org,true,https://www.haartinc.org/,200,ok,2026-05-28T18:01:44+00:00
baton-rouge-la,"CAPITOL CITY FAMILY HEALTH CENTER, INC.",70806,original,https://www.ccfhc.org,false,https://www.ccfhc.org/,200,thin_body_114b,2026-05-28T18:01:44+00:00
bensalem-pa,FRANKFORD AVENUE HEALTH CENTER,19124,original,https://WWW.GPHAINC.ORG,true,https://gphainc.org/,200,ok,2026-05-28T18:01:46+00:00
baton-rouge-la,WBR Primary Care,70767,places,http://www.rkmcare.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9282652974696587998,true,https://www.rkmcare.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9282652974696587998,200,ok,2026-05-28T18:01:46+00:00
baton-rouge-la,"EXCELth, Inc. FHC - BATON ROUGE",70806,places,http://www.excelth.com/,true,https://www.excelth.com/,200,ok,2026-05-28T18:01:47+00:00
baton-rouge-la,Southeast Community Health Systems-Zachary,70791,places,https://www.shchc.org/?utm_source=GMBSocialClimb&utm_medium=SoutheastCommunityHealthSystems,true,https://www.shchc.org/?utm_source=GMBSocialClimb&utm_medium=SoutheastCommunityHealthSystems,200,ok,2026-05-28T18:01:47+00:00
barstow-ca,Mission City Community Network- Barstow II,92311,places,http://mccn.org/,true,https://mccn.org/,200,ok,2026-05-28T18:01:47+00:00
barstow-ca,SAC Barstow,92311,places,https://www.sachealth.org/barstow-clinic/,true,https://www.sachealth.org/locations/sac-health-barstow,200,ok,2026-05-28T18:01:48+00:00
baton-rouge-la,"Baton Rouge Primary Care Collaborative, Inc. - Primary",70811,places,http://www.brpcc.org/,true,https://www.brpcc.org/,200,ok,2026-05-28T18:01:48+00:00
austin-tx,CommUnityCare Austin Resource Center for the Homeless,78701,original,http://www.communitycaretx.org,true,https://communitycaretx.org/,200,ok,2026-05-28T18:01:48+00:00
austin-tx,Lone Star Circle of Care at Oak Springs,78702,original,https://www.lonestarcares.org,true,https://lonestarcares.org/,200,ok,2026-05-28T18:01:49+00:00
austin-tx,People's Community Clinic,78722,original,https://www.austinpcc.org,true,https://www.austinpcc.org/,200,ok,2026-05-28T18:01:49+00:00
austin-tx,Family Health Center at Elgin,78621,places,https://communityhealthtx.com/clinics/elgin/,true,https://communityhealthtx.com/clinics/elgin/,200,ok,2026-05-28T18:01:49+00:00
athens-ga,"Athens Neighborhood Health Center, Inc.",30601,original,https://NA,false,,,dns_failure,2026-05-28T18:01:49+00:00
agoura-hills-ca,LAC-CANOGA PARK HEALTH CENTER,91303,original,https://WWW.NEVHC.ORG,false,,,"conn_error:HTTPSConnectionPool(host='www.nevhc.org', port=443): Max retries exceeded with u",2026-05-28T18:01:49+00:00
austin-tx,CommuniCare Health Centers - Kyle,78640,original,https://www.communicaresa.org,true,https://communicaresa.org/,200,ok,2026-05-28T18:01:50+00:00
arlington-va,Neighborhood Health at Arlington CSB,22204,places,http://www.neighborhoodhealthva.org/,true,https://neighborhoodhealthva.org/,200,ok,2026-05-28T18:01:50+00:00
arlington-va,Oyster Adams Bilingual School - Oyster Campus (SBMH),20008,places,http://oysteradamsbilingual.org/,true,http://oysteradamsbilingual.org/,200,ok,2026-05-28T18:01:51+00:00
arlington-va,Downtown BID,20005,original,https://www.unityhealthcare.org,true,https://www.unityhealthcare.org/,200,ok,2026-05-28T18:01:51+00:00
athens-ga,MedLink Athens,30606,original,https://www.medlinkga.org,true,https://medlinkga.org/,200,ok,2026-05-28T18:01:51+00:00
arlington-va,Community of Hope Marie Reed Center,20009,original,https://www.communityofhopedc.org,true,https://www.communityofhopedc.org/,200,ok,2026-05-28T18:01:52+00:00
athens-ga,"Four Corners Primary Care Centers, Hoschton",30548,places,https://fcpchealth.org/,true,https://fcpchealth.com/,200,ok,2026-05-28T18:01:52+00:00
arlington-va,LA CLINICA DEL PUEBLO,20009,original,https://www.lcdp.org,true,https://www.lcdp.org/,200,ok,2026-05-28T18:01:52+00:00
berkeley-ca,WILLIAM BYRON RUMFORD MED CLINIC,94702,original,https://wohc@wohc.org,false,,,"conn_error:HTTPSConnectionPool(host='wohc.org', port=443): Max retries exceeded with url: /",2026-05-28T18:01:53+00:00
arlington-va,Whitman-Walker Health,20005,places,http://www.whitman-walker.org/,true,https://www.whitman-walker.org/,200,ok,2026-05-28T18:01:54+00:00
boynton-beach-fl,Health Care District Community Health Center - Delray Beach,33445,original,https://www.hcdpbc.org/for-patients/primary-care-clinics,true,https://www.hcdpbc.org/for-patients/primary-care-clinics,200,ok,2026-05-28T18:01:54+00:00
boynton-beach-fl,"Florida Community Health Centers, Inc.",33407,original,https://www.fchcinc.org,true,https://www.fchcinc.org/,200,ok,2026-05-28T18:01:55+00:00
boynton-beach-fl,FAU/NCHA Westgate Community Health Center,33409,original,https://www.fau.edu/nursing,true,https://www.fau.edu/nursing/,200,ok,2026-05-28T18:01:55+00:00
boynton-beach-fl,Annie L. Weaver Health Center,33060,original,https://WWW.BROWARDHEALTH.ORG/BODY.CFM?ID=846,false,https://www.browardhealth.org/BODY.CFM?ID=846,403,http_403,2026-05-28T18:01:55+00:00
boynton-beach-fl,FoundCare Boynton Beach,33426,places,http://www.foundcare.org/,true,https://foundcare.org/,200,ok,2026-05-28T18:01:55+00:00
boston-ma,WASHINGTON STREET CLINIC,02111,original,https://www.scchc.org,true,https://scchc.org/,200,ok,2026-05-28T18:01:56+00:00
boston-ma,Connecticut River Valley Farmworker Health Program,02108,original,http://www.massleague.org/Programs/CRVFarmWorkerHealthProgram/AboutCRVFHP-InEnglish.php,false,https://www.massleague.org/Programs/CRVFarmWorkerHealthProgram/AboutCRVFHP-InEnglish.php,404,http_404,2026-05-28T18:01:56+00:00
boston-ma,NORTH END WATERFRONT HEALTH,02113,original,https://www.northendwaterfronthealth.org,false,https://www.northendwaterfronthealth.org/,200,thin_body_114b,2026-05-28T18:01:56+00:00
bonney-lake-wa,New Puyallup Clinic,98371,original,https://www.commhealth.org,true,https://www.commhealth.org/,200,ok,2026-05-28T18:01:57+00:00
bonney-lake-wa,Sea Mar CHC - Puyallup 125th Street Ct. E.,98374,original,https://www.seamar.org,true,https://www.seamar.org/,200,ok,2026-05-28T18:01:57+00:00
boston-ma,Bridge Over Troubled Waters,02111,places,http://www.bridgeotw.org/,true,https://bridgeotw.org/,200,ok,2026-05-28T18:01:57+00:00
bonney-lake-wa,YMCA of Greater Seattle Arcadia Shelter and Drop-In Center,98002,places,https://www.seattleymca.org/social-impact-center/youth-young-adults/housing-options-shelter/arcadia,true,https://www.seattleymca.org/social-impact-center/youth-young-adults/housing-options-shelter/arcadia,200,ok,2026-05-28T18:01:58+00:00
bonney-lake-wa,ICHS at Sound Auburn,98002,original,https://www.ichs.com,true,https://www.ichs.com/,200,ok,2026-05-28T18:01:58+00:00
boston-ma,Seaport,02210,places,https://www.windsorcommunities.com/properties/waterside-place-by-windsor/?utm_campaign=GoogleMyBusiness,true,https://www.windsorcommunities.com/properties/waterside-place-by-windsor/?utm_campaign=GoogleMyBusiness,200,ok,2026-05-28T18:01:58+00:00
bonney-lake-wa,Neighborcare Health at Rainier Beach,98118,original,https://www.neighborcare.org,true,https://www.neighborcare.org/,200,ok,2026-05-28T18:01:59+00:00
bonney-lake-wa,HealthPoint Auburn,98002,original,https://www.healthpointchc.org,true,https://www.healthpointchc.org/,200,ok,2026-05-28T18:01:59+00:00
bonita-springs-fl,Bonita Springs Health Center,34135,original,https://www.fhcswf.org,true,https://fhcswfl.org/,200,ok,2026-05-28T18:01:59+00:00
bluffton-sc,"BEAUFORT-JASPER HAMPTON COMP HLTH SERVICES, INC.",29909,original,https://www.bjhchs.org,true,https://www.bjhchs.org/,200,ok,2026-05-28T18:02:00+00:00
bonita-springs-fl,Healthcare Network North (Veterans Park),34109,original,https://www.HealthcareSWFL.org,true,https://healthcareswfl.org/,200,ok,2026-05-28T18:02:00+00:00
bluffton-sc,Pennsylvania Avenue Resource Center (PARC),31404,original,https://www.jclewishealth.org,true,https://jclewishealth.org/,200,ok,2026-05-28T18:02:01+00:00
bluffton-sc,"CURTIS V. COOPER PRIMARY HEALTH CARE, INC",31401,places,https://www.cvcphc.net/,true,https://www.cvcphc.net/,200,ok,2026-05-28T18:02:01+00:00
bluffton-sc,Coastal Community Health - Savannah- Continuity Clinic,31404,original,https://www.coastalchs.org,true,https://coastalchs.org/,200,ok,2026-05-28T18:02:01+00:00
bloomingdale-il,Legacy Medical Care - Addison,60101,original,https://www.legacymedicalcare.org,true,https://www.legacymedicalcare.org/,200,ok,2026-05-28T18:02:02+00:00
bloomingdale-il,ACCESS Martin T. Russo Family Health Center,60108,original,https://www.accesscommunityhealth.net,true,https://www.achn.net/,200,ok,2026-05-28T18:02:02+00:00
bloomingdale-il,1515 E Lake St,60133,original,https://www.greaterfamilyhealth.org,true,https://greaterfamilyhealth.org/,200,ok,2026-05-28T18:02:02+00:00
bloomingdale-il,Hamdard Health Addison,60101,original,https://www.hamdardhealth.org/,true,https://www.hamdardhealth.org/,200,ok,2026-05-28T18:02:03+00:00
bloomingdale-il,VNA Health Center- Mona Kea,60188,original,https://www.vnahealth.com,true,https://vnahealth.com/,200,ok,2026-05-28T18:02:03+00:00
bloomfield-ct,Charter Oak Health Center Bloomfield,06002,original,https://www.thecharteroak.org,true,https://thecharteroak.org/,200,ok,2026-05-28T18:02:03+00:00
bloomingdale-il,PCC Melrose Park Family Health Center,60160,places,https://www.pccwellness.org/locations/pcc-melrose-park-family-health-center/?utm_source=google&utm_campaign=google_business&utm_content=profile_link,true,https://www.pccwellness.org/locations/pcc-melrose-park-family-health-center/?utm_source=google&utm_campaign=google_business&utm_content=profile_link,200,ok,2026-05-28T18:02:05+00:00
bloomfield-ct,InterCommunity Inc.,06112,places,https://www.intercommunityct.org/?utm_source=GMBSocialClimb&utm_medium=InterCommunityHealthCare,true,https://www.intercommunityct.org/?utm_source=GMBSocialClimb&utm_medium=InterCommunityHealthCare,200,ok,2026-05-28T18:02:05+00:00
bloomfield-ct,Jumoke Academy SMaRT SBHC,06112,places,http://jumokeacademy.org/,true,https://jumokeacademy.org/,200,ok,2026-05-28T18:02:06+00:00
bloomfield-ct,Community Health Services at Windsor,06095,places,http://www.chshartford.org/,true,https://www.chshartford.org/,200,ok,2026-05-28T18:02:07+00:00
boynton-beach-fl,Genesis Community Health-Boynton Medical,33435,places,https://www.gencomhealth.org/,false,,,"conn_error:HTTPSConnectionPool(host='www.gencomhealth.org', port=443): Max retries exceeded",2026-05-28T18:02:08+00:00
bloomfield-ct,Community Health Services,06120,original,http://www.chshartford.org,true,https://www.chshartford.org/,200,ok,2026-05-28T18:02:08+00:00
bloomfield-ct,Wheeler Family Health and Wellness Center - 49,06105,original,https://www.wheelerclinic.org,true,https://www.wheelerhealth.org/,200,ok,2026-05-28T18:02:09+00:00
bethlehem-pa,Star Community Health Dental - Bethlehem,18015,original,https://starcommunityhealth.org,true,https://www.starcommunityhealth.org/,200,ok,2026-05-28T18:02:09+00:00
bethlehem-pa,Children's Clinic at Sheridan,18102,original,https://www.valleyhealthpartners.org/,true,https://www.valleyhealthpartners.org/,200,ok,2026-05-28T18:02:09+00:00
bethlehem-pa,Community Health and Dental Care-Barto,19504,places,http://ch-dc.org/,true,http://ch-dc.org/,200,ok,2026-05-28T18:02:09+00:00
bethesda-md,Friendship Place,20016,original,https://ww.unityhealthcare.org,false,,,dns_failure,2026-05-28T18:02:09+00:00
bethlehem-pa,Neighborhood Health Centers of the Lehigh Valley- Bethlehem,18015,places,http://www.nhclv.org/,true,https://www.nhclv.org/,200,ok,2026-05-28T18:02:09+00:00
bethesda-md,Jackson-Reed High School (SBMH),20016,original,https://profiles.dcps.dc.gov/Jackson-Reed+High+School,true,https://profiles.dcps.dc.gov/Jackson-Reed+High+School,200,ok,2026-05-28T18:02:10+00:00
bethesda-md,"Community Clinic, Inc",20910,original,https://www.cciweb.org,false,,,"ssl_error:HTTPSConnectionPool(host='www.cciweb.org', port=443): Max retries exceeded with ",2026-05-28T18:02:10+00:00
bethesda-md,La Casa Community Health Action Center,20010,original,https://www.lcdp.org,true,https://www.lcdp.org/,200,ok,2026-05-28T18:02:10+00:00
carson-city-nv,Nevada Health Centers Carson City School Based,89703,original,https://www.nvhealthcenters.org,false,,,"ssl_error:HTTPSConnectionPool(host='www.nvhealthcenters.org', port=443): Max retries excee",2026-05-28T18:02:10+00:00
bethesda-md,Roosevelt High School,20011,places,http://theodorerooseveltdc.org/,true,https://www.theodorerooseveltdc.org/,200,ok,2026-05-28T18:02:11+00:00
carson-city-nv,El Dorado Community Health Center South Lake Tahoe,96150,places,https://edcchc.org/,true,https://edcchc.org/,200,ok,2026-05-28T18:02:11+00:00
carson-city-nv,Western Sierra Medical Clinic - Kings Beach,96143,original,https://www.wsmcmed.org,true,https://wsmcmed.org/,200,ok,2026-05-28T18:02:11+00:00
bethesda-md,Elizabeth Taylor Medical Center,20009,original,https://www.whitman-walker.org,true,https://www.whitman-walker.org/,200,ok,2026-05-28T18:02:13+00:00
carmel-in,Aspire Indiana Health - Carmel,46032,places,http://www.aspireindiana.org/,true,https://www.aspireindiana.org/,200,ok,2026-05-28T18:02:13+00:00
carmel-in,"INDIANA HEALTH CENTERS, INC.",46250,original,https://None,false,,,dns_failure,2026-05-28T18:02:13+00:00
carmel-in,SHALOM HEALTH CARE CENTER -MERIDIAN STREET,46260,places,http://www.shalomhealthcenter.org/,true,https://www.shalomhealthcenter.org/,200,ok,2026-05-28T18:02:13+00:00
carson-city-nv,Community Health Alliance Neil Road Health Center,89502,original,https://www.chanevada.org,true,https://www.chanevada.org/,200,ok,2026-05-28T18:02:14+00:00
carmel-in,Eskenazi Health Center Pecar,46268,original,http://www.eskenazihealth.edu/find-a-location/pecar,false,https://www.eskenazihealth.edu/find-a-location/pecar,404,http_404,2026-05-28T18:02:14+00:00
carmel-in,Adult and Child at Center for Inquiry School 84,46220,places,https://myips.org/josephbingham/,true,https://josephbingham.myips.org/,200,ok,2026-05-28T18:02:17+00:00
cape-coral-fl,CAPE CORAL HEALTH CENTER,33990,original,https://www.fhcswf.org,true,https://fhcswfl.org/,200,ok,2026-05-28T18:02:18+00:00
cape-coral-fl,Family Care North,34108,places,http://geraldlevensmd.com/,true,https://naplesfamilypractice.com/,200,ok,2026-05-28T18:02:18+00:00
camarillo-ca,"Clinicas del Camino Real, Inc. - Paseo Camarillo",93010,original,https://www.clinicas.org,false,https://www.clinicas.org/,403,http_403,2026-05-28T18:02:19+00:00
camarillo-ca,Las Posas Family Medical Group,93010,places,https://hca.venturacounty.gov/health-clinics/las-posas-family-medical-group/,true,https://hca.venturacounty.gov/health-clinics/las-posas-family-medical-group/,200,ok,2026-05-28T18:02:20+00:00
burlington-nc,Piedmont Health SeniorCare Burlington Community Health Center,27217,original,https://www.piedmonthealth.org,true,https://piedmonthealth.org/,200,ok,2026-05-28T18:02:23+00:00
burlington-nc,Kintegra at Clover Garden School,27217,original,https://www.kintegra.org,true,https://www.kintegra.org/,200,ok,2026-05-28T18:02:24+00:00
burlington-nc,TAPM-Admin Office,27405,places,https://tapmedicine.com/,true,https://tapmedicine.com/,200,ok,2026-05-28T18:02:24+00:00
burlington-nc,Piedmont Health Services,27314,places,https://piedmonthealth.org/locations/#prospect-hill,true,https://piedmonthealth.org/locations/#prospect-hill,200,ok,2026-05-28T18:02:25+00:00
burlington-nc,Person Family Dental Center Caswell Site,27379,places,http://www.personfamilymedical.com/,true,https://www.personfamilymedical.com/,200,ok,2026-05-28T18:02:26+00:00
burlington-nc,CFMC Urgent Care,27379,original,https://compassionhealthcare.org/urgent-care/,true,https://compassionhealthcare.org/urgent-care/,200,ok,2026-05-28T18:02:27+00:00
burleson-tx,Southeast Community Health Center,76105,original,https://www.ntachc.org,true,https://ntachc.org/,200,ok,2026-05-28T18:02:28+00:00
burleson-tx,HHM Health Arlington,76015,places,https://www.hhmhealth.org/?utm_source=GMBSocialClimb&utm_medium=ThePearlWomen%27sCenteratHHMHealthArlington,true,https://www.hhmhealth.org/?utm_source=GMBSocialClimb&utm_medium=ThePearlWomen%27sCenteratHHMHealthArlington,200,ok,2026-05-28T18:02:28+00:00
burien-wa,Sea Mar CHC - Burien Ambaum Blvd. SW,98166,original,https://www.seamar.org,true,https://www.seamar.org/,200,ok,2026-05-28T18:02:29+00:00
carmel-in,Jane Pauley Community Health Center at Castleton,46250,original,https://www.janepauleychc.com,false,,,"conn_error:HTTPSConnectionPool(host='www.janepauleychc.com', port=443): Max retries exceede",2026-05-28T18:02:29+00:00
burien-wa,White Center Public Health Center,98106,places,https://kingcounty.gov/en/dept/dph/health-safety/health-centers-programs-services/public-health-centers/white-center,true,https://kingcounty.gov/en/dept/dph/health-safety/health-centers-programs-services/public-health-centers/white-center,200,ok,2026-05-28T18:02:30+00:00
burien-wa,HealthPoint Highline Campus Health Center,98148,places,https://www.healthpointchc.org/find-clinics/highline-high-school-campus-health-center,true,https://www.healthpointchc.org/find-clinics/highline-high-school-campus-health-center,200,ok,2026-05-28T18:02:30+00:00
burien-wa,Neighborcare Health at Rainier Beach,98118,original,https://www.neighborcare.org,true,https://www.neighborcare.org/,200,ok,2026-05-28T18:02:30+00:00
burien-wa,ICHS - HOLLY PARK MEDICAL & DENTAL CLINIC,98118,original,https://www.ichs.com,true,https://www.ichs.com/,200,ok,2026-05-28T18:02:30+00:00
brentwood-ca,BRENTWOOD HEALTH CENTER,94513,original,https://www.cchealth.org,false,https://www.cchealth.org/,403,http_403,2026-05-28T18:02:30+00:00
burien-wa,SEATTLE INDIAN HEALTH BOARD,98144,original,https://www.sihb.org,true,https://www.sihb.org/,200,ok,2026-05-28T18:02:31+00:00
brentwood-ca,La Clinica Oakley Behavioral Health,94561,original,http://www.laclinica.org/,true,https://laclinica.org/,200,ok,2026-05-28T18:02:31+00:00
brentwood-ca,Isleton Elementary School,95641,original,https://ies-rdusd-ca.schoolloop.com/,false,,,"ssl_error:HTTPSConnectionPool(host='ies-rdusd-ca.schoolloop.com', port=443): Max retries e",2026-05-28T18:02:31+00:00
bonita-springs-fl,Huntingdon Health Services Suite 201,33907,original,https://www.mcrhs.org,false,,,"conn_error:HTTPSConnectionPool(host='www.mcrhs.org', port=443): Max retries exceeded with u",2026-05-28T18:02:31+00:00
brentwood-ca,Brighter Beginnings Family Health Clinic Antioch Lone Tree,94509,original,https://www.brighter-beginnings.org/,true,https://www.brighter-beginnings.org/,200,ok,2026-05-28T18:02:31+00:00
brentwood-ca,Axis Site at Vineyard Resource Center,94551,places,http://www.openheartkitchen.org/,true,https://www.openheartkitchen.org/,200,ok,2026-05-28T18:02:31+00:00
chandler-az,Chandler Pediatrics,85224,original,https://www.hhwaz.org,true,https://www.hhwaz.org/,200,ok,2026-05-28T18:02:31+00:00
chandler-az,Sun Life Health - Chandler Center for Women,85224,places,https://www.sunlifehealth.org/,true,https://www.sunlifehealth.org/,200,ok,2026-05-28T18:02:31+00:00
chandler-az,Valleywise Community Health Center - Chandler,85225,original,https://valleywisehealth.org/services/primary-care/,true,https://valleywisehealth.org/services/primary-care/,200,ok,2026-05-28T18:02:32+00:00
