slug,city,state,fqhc_name,address,city_addr,state_addr,zip,phone,website,services_includes_lab,distance_miles,website_source
brentwood-ca,Brentwood,CA,BRENTWOOD HEALTH CENTER,171 Sand Creek Rd STE A,Brentwood,CA,94513,(925) 513-6810,https://www.cchealth.org,true,1.13,original
brentwood-ca,Brentwood,CA,La Clinica Oakley Behavioral Health,2005 Main St STE C,Oakley,CA,94561,(510) 535-4000,http://www.laclinica.org/,true,5.46,original
brentwood-ca,Brentwood,CA,Brighter Beginnings Family Health Clinic Antioch Lone Tree,"3505 Lone Tree Way, Ste 1",Antioch,CA,94509,(510) 610-8945,https://www.brighter-beginnings.org/,true,7.41,original
brentwood-ca,Brentwood,CA,Isleton Elementary School,412 Union St,Isleton,CA,95641,(916) 777-6515,https://ies-rdusd-ca.schoolloop.com/,true,16.44,original
brentwood-ca,Brentwood,CA,Axis Site at Vineyard Resource Center,450 N Livermore Ave,Livermore,CA,94551,(925) 462-1755,http://www.openheartkitchen.org/,true,17.54,places
brentwood-ca,Brentwood,CA,"Community Medical Centers, Tracy Grant Line Road",2151 W Grant Line Rd,Tracy,CA,95377,(209) 820-1500,,true,17.71,
chandler-az,Chandler,AZ,Chandler Pediatrics,600 South Dobson Road,Chandler,AZ,85224,(833) 431-4449,https://www.hhwaz.org,true,2.47,original
chandler-az,Chandler,AZ,Sun Life Health - Chandler Center for Women,"655 South Dobson Road, #201",Chandler,AZ,85224,(480) 307-9477,https://www.sunlifehealth.org/,true,2.56,places
chandler-az,Chandler,AZ,Valleywise Community Health Center - Chandler,811 S Hamilton St,Chandler,AZ,85225,(480) 344-6100,https://valleywisehealth.org/services/primary-care/,true,3.06,original
chandler-az,Chandler,AZ,Javelina Health Center,222 East Javelina Avenue,Mesa,AZ,85210,(602) 685-6000,https://www.terroshealth.org,true,4.03,original
chandler-az,Chandler,AZ,Adelante Healthcare Mesa,1705 W Main St,Mesa,AZ,85201,(480) 964-2273,https://www.Adelante Healthcare.com,true,5.84,original
chandler-az,Chandler,AZ,Mountain Park Health Center - Tempe,1840 East Broadway Road,Tempe,AZ,85282,(602) 243-7277,https://www.mountainparkhealth.org,true,5.93,original
concord-ca,Concord,CA,LA CLINICA MONUMENT,2000 Sierra Rd,Concord,CA,94518,(925) 363-2000,https://www.laclinica.org,true,0.59,original
concord-ca,Concord,CA,Willow Pass Wellness Center,1420 Willow Pass Rd,Concord,CA,94520,(925) 370-5824,http://cchealth.org/,true,1.87,places
concord-ca,Concord,CA,Brighter Beginnings Family Health Clinic Antioch Lone Tree,"3505 Lone Tree Way, Ste 1",Antioch,CA,94509,(510) 610-8945,https://www.brighter-beginnings.org/,true,12.24,original
concord-ca,Concord,CA,LifeLong Rodeo Health Center,25 California St,Rodeo,CA,94572,(510) 981-4100,https://www.lifelongmedical.org/locations/rodeo-health-center,true,14.25,places
concord-ca,Concord,CA,Children's Hospital Oakland Primary Care,5220 Claremont Ave,Oakland,CA,94618,(510) 428-3129,https://www.cho.org,true,14.94,original
concord-ca,Concord,CA,EASTMONT WELLNESS,6955 Foothill Blvd,Oakland,CA,94605,(510) 567-5700,https://www.eastmontahs.org,true,15.02,original
columbia-tn,Columbia,TN,PrimeCare,854 W James M Campbell Blvd STE 301,Columbia,TN,38401,(931) 540-4140,https://www.mauryregional.com/maury-regional-medical-group-landing-page/,true,1.67,places
columbia-tn,Columbia,TN,Mercy office at Marshall Co Oak Grove Elementary,1645 Franklin Pike,Lewisburg,TN,37091,(931) 270-1855,,true,15.79,
colorado-springs-co,Colorado Springs,CO,"Health Center at Wahsatch, Behavioral Health Center",722 S Wahsatch Ave,Colorado Springs,CO,80903,(719) 632-5700,https://www.peakvista.org,true,0.68,original
clarksville-tn,Clarksville,TN,Matthew Walker Health Center - Clarksville,230 Dover Rd,Clarksville,TN,37042,(931) 920-5000,https://www.mwchc.org,true,3.45,original
clarksville-tn,Clarksville,TN,"Community Medical Clinic, Oak Grove",244 Thompsonville Ln,Oak Grove,KY,42262,(270) 640-6074,http://communitymedicalclinic.org/,true,11.08,places
clarksville-tn,Clarksville,TN,CHCWK - Todd County Site,10220 Dixie Beeline Hwy,Guthrie,KY,42234,(270) 338-5777,https://www.facebook.com/CHCWKY/,true,12.13,original
clarksville-tn,Clarksville,TN,Blount Rural Health Center,810 S Main St,Elkton,KY,42220,(270) 265-5600,https://www.blountrhc.org,true,21.53,original
chino-valley-az,Chino Valley,AZ,PRESCOTT,1090 Commerce Drive,Prescott,AZ,86305,(928) 583-1000,https://www.yavapaihealth.com,true,11.59,original
chico-ca,Chico,CA,Ampla Health Family Dental and Medical,285 Cohasset Rd,Chico,CA,95926,(530) 342-6065,https://www.amplahealth.org,true,0.37,original
chico-ca,Chico,CA,Peach Tree  -  Chico Vision Center,114 Mission Ranch Blvd STE 50,Chico,CA,95926,(530) 749-3242,http://www.pickpeach.org/,true,0.48,places
chesterfield-mo,Chesterfield,MO,"Compass Health, Inc.",1030 Wolfrum Rd,Weldon Spring,MO,63304,(844) 853-8937,https://compasshealthnetwork.org/locations/weldon-spring-dental/,true,5.85,places
chesterfield-mo,Chesterfield,MO,CareSTL Health Husky,9303 Midland Blvd,Saint Louis,MO,63114,(314) 367-5820,https://www.ritenourschools.org/programs/husky-health-center,true,12.03,places
chesterfield-mo,Chesterfield,MO,South County Health Center,4580 S Lindbergh Blvd,Saint Louis,MO,63127,(314) 615-0400,https://clinics.stlouiscountymo.gov/,true,13.87,original
chesterfield-mo,Chesterfield,MO,People's Healthcare Services,"49 N Florissant Rd, Ste 101",Saint Louis,MO,63135,(314) 633-8921,https://www.phcenters.org,true,15.72,original
chesterfield-mo,Chesterfield,MO,FOREST PARK SOUTHEAST,4352 Manchester Ave,Saint Louis,MO,63110,(314) 531-5444,https://familycarehealthcenter.org,true,17.4,original
chesterfield-mo,Chesterfield,MO,Affinia Healthcare Ferguson,3396 Pershall Rd,Ferguson,MO,63135,(314) 898-1700,https://www. affiniahealthcare.org,true,17.54,original
durant-ok,Durant,OK,FHCSO - Kingston,21 N Main St,Kingston,OK,73439,(580) 564-7885,,true,19.19,
dublin-oh,Dublin,OH,PrimaryOne Health 4661 Sawmill Road,"4661 Sawmill Rd, Ste 101",Columbus,OH,43220,(740) 207-4330,https://www.primaryonehealth.org/locations/,true,2.71,places
dublin-oh,Dublin,OH,Community Refugee and Immigration Services (CRIS),4645 Executive Dr RM Llchc,Columbus,OH,43220,(614) 274-1455,https://www.crisohio.org/,true,4.32,places
dublin-oh,Dublin,OH,Equitas Health Columbus Administration Office,"1105 Schrock Rd, Ste 400",Columbus,OH,43229,(614) 987-5620,https://www.equitashealth.com,true,6.78,original
dublin-oh,Dublin,OH,OSU Total Health Care Center Rardin,2231 N High St,Columbus,OH,43201,(614) 293-2700,https://wexnermedical.osu.edu/locations/primary-care-northwood-high?utm_campaign=med_general-awareness-evergreen_corp&utm_source=googlemybusiness&utm_medium=organic&utm_content=gmb_listing,true,8.39,places
dublin-oh,Dublin,OH,Heart of Ohio Family Health OB-GYN at St. Ann's,"495 Cooper Rd, Suite 420",Westerville,OH,43081,(380) 898-4055,https://www.mountcarmelhealth.com/location/mount-carmel-st-anns-obgyn-clinic,true,9.0,places
dublin-oh,Dublin,OH,Franklin Station Health Center,524 W Broad St,Columbus,OH,43215,(614) 225-0980,http://www.cpoms.org/properties,true,10.92,places
deltona-fl,Deltona,FL,Family Health Source Deltona,1200 Deltona Blvd,Deltona,FL,32725,(386) 202-6025,https://www.myfhs.org,true,1.55,original
deltona-fl,Deltona,FL,Enterprise Wellness Cottage,105 Main St,Deltona,FL,32725,(407) 322-8645,https://www.mytruehealth.org/,true,2.34,places
deltona-fl,Deltona,FL,Community Health Center - Forest City Family & Dental Care,7900 Forest City Rd,Orlando,FL,32810,(407) 905-8827,https://www.chcfl.org/locations/forest-city/,true,21.26,places
deltona-fl,Deltona,FL,FACT Team,1000 Big Tree Rd,Daytona Beach,FL,32119,(386) 236-1822,https://smahealthcare.org/,true,22.84,original
deltona-fl,Deltona,FL,AZA HEALTH,1425 Dunn Ave,Daytona Beach,FL,32114,(386) 323-9600,https://WWW.AZAHEALTH.ORG,true,24.02,original
davenport-fl,Davenport,FL,CFHC Davenport Primary Care,130 Ridge Center Dr,Davenport,FL,33837,(866) 234-8534,https://cfhc.org/location/davenport/,true,1.16,places
davenport-fl,Davenport,FL,Osceola Community Health Services at Backlot,8600 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,(407) 943-8600,https://www.osceolahealthcare.org,true,8.75,original
davenport-fl,Davenport,FL,Four Corners Health Center,509 Cagan View Rd,Clermont,FL,34714,(407) 905-8827,https://www.chcfl.org,true,9.94,original
davenport-fl,Davenport,FL,OBFH Kissimmee,2711 N Orange Blossom Trl,Kissimmee,FL,34744,(407) 428-5751,https://www.obfh.org,true,15.14,original
davenport-fl,Davenport,FL,Southside Health Center,6101 Lake Ellenor Dr,Orlando,FL,32809,(407) 322-8645,https://www.mytruehealth.org,true,21.79,original
davenport-fl,Davenport,FL,SCHC Women's Care of Lakeland,1729 Lakeland Hills Blvd,Lakeland,FL,33805,(863) 686-0082,http://www.suncoast-chc.org/,true,22.8,places
corona-ca,Corona,CA,CMCC- 6th Street Optometry/Vision,"1307 W 6th St, Suite 101",Corona,CA,92882,(951) 278-8910,https://www.centromedico.com,false,1.05,original
corona-ca,Corona,CA,Neighborhood Healthcare ~ Corona,308 W 6th St STE 109,Corona,CA,92882,(760) 520-8300,https://www.nhcare.org,true,2.24,original
corona-ca,Corona,CA,Mission City Community Network - Corona,613 S Howard St,Corona,CA,92879,(818) 895-3100,https://mccn.org/our-locations,true,2.64,places
corona-ca,Corona,CA,Corona Community Health Center,2813 S Main St FL 1,Corona,CA,92882,(951) 272-5445,https://www.ruhealth.org/chc/corona,true,3.17,original
corona-ca,Corona,CA,"Central City Community Health Center, Inc. - Norco",1860 Hamner Ave,Norco,CA,92860,(951) 479-0070,https://www.centralcityhealth.org,true,3.24,original
corona-ca,Corona,CA,Unicare Community Health Center - Corona,107 N McKinley St,Corona,CA,92879,(951) 358-0141,https://unicarechc.org/,true,5.43,places
coral-springs-fl,Coral Springs,FL,Margate Health Center,5430 W Sample Rd,Margate,FL,33073,(954) 759-7477,,true,4.54,
coral-springs-fl,Coral Springs,FL,Health Care District Community Health Center  -  Boca Raton,"9960 Central Park Blvd N, Ste 450",Boca Raton,FL,33428,(561) 642-1000,https://www.hcdpbc.org/for-patients/primary-care-clinics,true,7.21,original
coral-springs-fl,Coral Springs,FL,BROWARD COMMUNITY & FAMILY HEALTH CENTER-POMPANO MEDICAL,168 N Powerline Rd,Pompano Beach,FL,33069,(954) 970-8805,https://www.bcfhc.org,true,7.54,original
coral-springs-fl,Coral Springs,FL,Banyan Community Health Center-Lauderdale Lakes,4900 W Oakland Park Blvd,Lauderdale Lakes,FL,33313,(305) 774-3400,http://banyanhealth.org,true,8.1,original
coral-springs-fl,Coral Springs,FL,ChildNet Citrus Behavioral Services,1100 W McNab Rd,Fort Lauderdale,FL,33309,(305) 825-0300,http://childnet.us/,true,8.13,places
coral-springs-fl,Coral Springs,FL,"Care Resource Community Health Center, Inc at Oakland Park",3160 Powerline Rd,Fort Lauderdale,FL,33309,(954) 567-7141,https://careresource.org/,true,10.19,places
conway-sc,Conway,SC,"Health Care Partners of South Carolina, Inc. - CONWAY OFFICE",1708 Oak St,Conway,SC,29526,(843) 248-4700,https://www.hscpsc.com,true,1.48,original
conway-sc,Conway,SC,Careteam + Family Health and Specialty Care,100 Professional Park Dr,Conway,SC,29526,(843) 234-0005,https://careteamplus.org,true,6.79,original
conway-sc,Conway,SC,WACCAMAW CENTER FOR MENTAL HEALTH,164 Waccamaw Medical Park Dr,Conway,SC,29526,(843) 347-5060,https://www.lrmcenter.com,true,6.87,original
conway-sc,Conway,SC,GOSHEN MEDICAL CENTER - TABOR CITY,270 N United States Highway 701 Byp,Tabor City,NC,28463,(910) 653-1901,https://goshenmedical.org/locations/tabor-city/,true,22.33,places
conway-sc,Conway,SC,HopeHealth Hemingway,2266 Hemingway Hwy,Hemingway,SC,29554,(843) 667-9414,https://www.hope-health.org/locations-list/hopehealth-in-hemingway/,true,24.53,places
conroe-tx,Conroe,TX,St. Hope Community Health Center Clinic,"1414 S Frazier St, Suite 105",Conroe,TX,77301,(936) 441-2440,http://offeringhope.org/,true,1.89,places
conroe-tx,Conroe,TX,Lone Star Family Health Center - Conroe,605 S Conroe Medical Dr,Conroe,TX,77304,(936) 539-4004,https://www.lonestarfamily.org,true,2.19,original
conroe-tx,Conroe,TX,TOMAGWA at Tomball - Main Clinic,"455 School St, Ste 30",Tomball,TX,77375,(281) 357-0747,https://tomagwa.org/,true,18.46,original
conroe-tx,Conroe,TX,HACS: Spring-Cypress,17010 Sugar Pine Dr,Houston,TX,77090,(713) 426-0027,https://www.hacstxs.org,true,20.86,original
conroe-tx,Conroe,TX,Spring Branch CHC - NAM Clinic,15555 Kuykendahl Rd,Houston,TX,77090,(713) 462-6565,https://www.sbchc.net,true,21.31,original
conroe-tx,Conroe,TX,Health Center of Southeast Texas,307 N William Barnett Ave,Cleveland,TX,77327,(281) 592-2224,https://www.hcset.com/,true,22.1,places
fallbrook-ca,Fallbrook,CA,Fallbrook Family Health Center,1328 S Mission Rd,Fallbrook,CA,92028,(760) 451-4720,https://www.chsica.org,true,1.26,original
fallbrook-ca,Fallbrook,CA,Neighborhood Healthcare ~ Fallbrook,1309 S Mission Rd STE B,Fallbrook,CA,92028,(760) 520-8300,https://www.nhcare.org/locations-list/fallbrook/,true,1.28,places
fallbrook-ca,Fallbrook,CA,VCC: Fallbrook Pediatrics & Family Medicine,321 E Alvarado St,Fallbrook,CA,92028,(760) 631-5000,https://www.vcc.org,true,1.47,original
fallbrook-ca,Fallbrook,CA,TrueCare,103 Rancho del Oro Dr,Oceanside,CA,92057,(760) 736-6767,https://truecare.org/location/truecare-oceanside/,true,10.92,places
fallbrook-ca,Fallbrook,CA,San Ysidro Health San Diego PACE Vista,1840 West Dr,Vista,CA,92083,(619) 662-4100,http://www.sdpace.org/,true,12.73,places
fallbrook-ca,Fallbrook,CA,Complete Care Community Health Center-Vista,2023 W Vista Way STE J,Vista,CA,92083,(310) 706-2594,https://vistaccchc.com/,true,13.09,places
fairfield-ct,Fairfield,CT,OPERATION HOPE,50 Nichols St,Fairfield,CT,06824,(203) 254-2935,https://www.swchc.org,true,1.83,original
fairfield-ct,Fairfield,CT,OPTIMUS at Kinsella,1862 Commerce Dr,Bridgeport,CT,06605,(203) 696-3260,https://recovery-programs.org/program/kinsella-treatment-center/,true,2.49,places
fairfield-ct,Fairfield,CT,Franklin Elementary School SBHC,1895 Barnum Ave,Stratford,CT,06614,(203) 385-4190,https://www.stratfordk12.org/o/fes,true,6.52,places
fairfield-ct,Fairfield,CT,City of Norwalk CT. Public Schools Family Center,"1 Park St, Ste 1",Norwalk,CT,06851,(203) 803-3241,https://www.norwalkps.org,true,8.09,original
fairfield-ct,Fairfield,CT,CS-HHC at Beth-El Center Homeless Clinic,90 New Haven Ave,Milford,CT,06460,(203) 503-3000,https://www.cornellscott.org,true,11.75,original
fairfield-ct,Fairfield,CT,Family Centers Health Care at 986 Bedford,986 Bedford St,Stamford,CT,06905,(203) 324-3167,http://www.familycenters.org/,true,15.89,places
fairbanks-ak,Fairbanks,AK,TANANA CHIEFS CONFERENCE,122 1st Ave,Fairbanks,AK,99701,(907) 452-8251,https://www.tananachiefs.org,true,0.29,original
fairbanks-ak,Fairbanks,AK,INTERIOR COMMUNITY HEALTH CENTER,1606 Twenty-Third Avenue,Fairbanks,AK,99701,(907) 455-4567,https://www.interiorcommunityhealth.org,true,1.34,original
escondido-ca,Escondido,CA,Juniper Elementary School,1809 S Juniper St RM Mpr,Escondido,CA,92025,(760) 520-8300,https://sites.google.com/a/eusd.org/schools-juniper/,true,0.37,places
escondido-ca,Escondido,CA,San Ysidro Health Escondido Family Medicine,704 E Grand Ave,Escondido,CA,92025,(619) 662-4100,https://www.syhealth.org/clinics/escondido-family-medicine,true,1.04,places
escondido-ca,Escondido,CA,Escondido Family Counseling Center,157 E Valley Pkwy,Escondido,CA,92025,(619) 515-2300,https://www.fhcsd.org,true,1.09,original
escondido-ca,Escondido,CA,DAP Health - Centro Medico Escondido,1121 E Washington Ave,Escondido,CA,92025,(760) 871-0606,https://www.daphealth.org,true,1.48,original
escondido-ca,Escondido,CA,TrueCare San Marcos Rancheros Administrative Offices,"330 Rancheros Dr, Ste 232",San Marcos,CA,92069,(760) 736-6767,https://truecare.org/,true,5.38,original
escondido-ca,Escondido,CA,OPSAM HEALTH: Rancho Penasquitos,"9995 Carmel Mountain Rd, Suite B10",San Diego,CA,92129,(844) 200-2426,https://www.opsam.org,true,10.66,original
erie-pa,Erie,PA,"DANIEL S. SNOW, M.D. HEALTH CENTER",1202 State St,Erie,PA,16501,(814) 455-7222,https://www.community-healthnet.com,true,0.31,original
erie-pa,Erie,PA,Multi-Cultural Health Evaluation Delivery System,826 Parade St,Erie,PA,16503,(814) 377-0377,https://mheds.org,true,0.63,original
erie-pa,Erie,PA,Wayne Primary Care,650 East Ave,Erie,PA,16503,(814) 455-5505,https://www.primary-health.net/locations/wayne-primary-care-2/wayne-primary-care/,true,1.42,places
erie-pa,Erie,PA,Keystone Agricultural Worker Program - NorthWest,4401 Iroquois Ave,Erie,PA,16511,(814) 392-8554,www.community-healthnet.com,true,4.45,hrsa
englewood-co,Englewood,CO,STRIDE CHC  -  Englewood,3515 S Delaware St,Englewood,CO,80110,(303) 788-0782,https://www.mcpn.org,true,0.48,original
englewood-co,Englewood,CO,Sheridan Health Services,4107 S Federal Blvd,Englewood,CO,80110,(303) 315-6150,https://www.nursing.ucdenver.edu/sheridan,true,1.92,original
englewood-co,Englewood,CO,Federico F. Pena Family Health Center,1339 S Federal Blvd,Denver,CO,80219,(303) 602-0000,https://www.denverhealth.org/locations/denver/federico-f-pena-southwest-family-health-center-1339-s-federal-blvd-denver-80219,true,3.73,places
englewood-co,Englewood,CO,Forum Apartments,250 W 14th Ave,Denver,CO,80204,(303) 573-3707,https://www.coloradocoalition.org,true,6.37,original
englewood-co,Englewood,CO,"Uptown Community Health Center, Inc. Bruner Family Medicine","1960 N Ogden St, Suite 460",Denver,CO,80218,(303) 318-2500,https://www.uptowncommunityhealth.org,true,6.99,original
englewood-co,Englewood,CO,Inner City Health Center,3800 N York St,Denver,CO,80205,(303) 296-1767,https://www.innercityhealth.org,true,8.68,original
eldersburg-md,Eldersburg,MD,"Chase Brexton Health Services, Inc. at Security Square Center","6901 Security Blvd, Ste 200",Windsor Mill,MD,21244,(410) 496-6441,http://www.chasebrexton.org/?utm_source=GMBSocialClimb&utm_medium=ChaseBrextonHealthCare-RandallstownCenter,true,12.39,places
eldersburg-md,Eldersburg,MD,PARK WEST MEDICAL CENTER - PLAZA SITE,4120 Patterson Ave,Baltimore,MD,21215,(410) 764-2266,http://www.parkwestmed.org/,true,13.56,places
eldersburg-md,Eldersburg,MD,BMS AT ST. AGNES,900 S Caton Ave,Baltimore,MD,21229,(443) 703-3200,https://www.bmsi.org,true,17.35,original
eldersburg-md,Eldersburg,MD,Westside Health Center,2449 Frederick Ave,Baltimore,MD,21223,(410) 383-8300,https://totalhealthcare.org/,true,17.83,places
eldersburg-md,Eldersburg,MD,"Health Care for the Homeless, West Baltimore",2000 W Baltimore St,Baltimore,MD,21223,(443) 703-1400,http://www.hchmd.org/,true,17.99,places
eldersburg-md,Eldersburg,MD,Bond Mill Elementary School,16001 Sherwood Avenue,Laurel,MD,20707,(301) 497-3600,https://www.pgcps.org/schools/bond-mill-elementary,true,20.55,places
el-paso-tx,El Paso,TX,Social Services,608 S Saint Vrain St,El Paso,TX,79901,(915) 534-7979,https://www.lafe-ep.org,true,0.21,original
el-paso-tx,El Paso,TX,HOMELESS CLINIC,1208 Myrtle Ave,El Paso,TX,79901,(915) 351-8972,https://www.sanvicente.org,true,0.42,original
el-paso-tx,El Paso,TX,PROJECT VIDA HEALTH CENTER,3607 Rivera Ave,El Paso,TX,79905,915-533-7057 x207,http://www.projectvidaelpaso.org/,true,1.86,original
el-paso-tx,El Paso,TX,Sunland Park Building B,2625 Mcnutt Rd STE B,Sunland Park,NM,88063,(575) 528-1105,https://www.lcdfnm.org,true,6.81,original
el-paso-tx,El Paso,TX,PMS - Chaparral  Family Health Center,204 Angelina Blvd,Chaparral,NM,88081,(575) 648-2627,http://www.pmsnm.org/locations/chaparral-family-health-center,true,19.19,places
east-haven-ct,East Haven,CT,Pathways Academy SBHC,35 Bishop St,East Haven,CT,06512,(475) 238-7932,https://www.ccp-ct.org/pathways-academy/,true,0.24,places
east-haven-ct,East Haven,CT,Fair Haven Community Health Center @ East Haven,370 Hemingway Ave,East Haven,CT,06512,(203) 777-7411,http://fhchc.org/,true,0.38,places
east-haven-ct,East Haven,CT,CS-HHC at Sargent Drive,150 Sargent Dr STE 2-200,New Haven,CT,06511,(203) 503-3000,https://www.cornellscott.org,true,2.59,original
east-haven-ct,East Haven,CT,OPTIMUS on Boston Avenue,305 Boston Ave,Stratford,CT,06614,(203) 375-7242,https://optimushealthcare.org/opthc/,true,15.75,original
east-haven-ct,East Haven,CT,Liberation Programs,399 Mill Hill Ave,Bridgeport,CT,06610,(203) 384-9301,http://liberationprograms.org/,true,16.32,places
east-haven-ct,East Haven,CT,StayWell Naugatuck Health Center,30 Church St,Naugatuck,CT,06770,(203) 756-8021,http://staywellhealth.org/,true,17.17,places
durham-nc,Durham,NC,HEALTH CARE FOR THE HOMELESS,412 Liberty Street,Durham,NC,27701,(919) 808-5640,https://www.lincolnchc.org,true,0.24,original
durham-nc,Durham,NC,BDIHS Admin,"249 E NC Highway 54, Suite 320",Durham,NC,27713,(909) 907-3334,https://www.bdintegratedhealth.com,true,6.21,original
durham-nc,Durham,NC,Chapel Hill Community Health Center,"105 Conner Dr, #2100 Bldg 1",Chapel Hill,NC,27514,(919) 951-7600,https://www.piedmonthealth.org/,true,8.78,places
durham-nc,Durham,NC,CARY at DORCAS PLAZA,173 High House Road,Cary,NC,27511,(919) 833-3111,https://www.advancechc.org,true,15.74,original
durham-nc,Durham,NC,NeighborHealth Center Susanne Berger Clinic,"2605 Blue Ridge Rd, Suite 225",Raleigh,NC,27607,(984) 222-8000,https://neighborhealthcenter.org/,true,16.4,places
durham-nc,Durham,NC,NC DEPARTMENT OF HEALTH AND HUMAN SERVICES,1915 Health Services Way,Raleigh,NC,27607,(800) 662-7030,https://www.ncdhhs.gov/,true,17.51,places
fullerton-ca,Fullerton,CA,Topaz School Clinic,3232 Topaz Ln,Fullerton,CA,92831,(714) 446-5100,https://stjudenhc.com/?ls=location&y_source=1_MTAyMjUxNjM2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,true,1.51,places
fullerton-ca,Fullerton,CA,"Central City Community Health Center, Inc. - Thomas Edison Elementary School",1526 E Romneya Dr,Anaheim,CA,92805,(323) 723-0019,https://www.centralcityhealth.org,true,1.99,original
fullerton-ca,Fullerton,CA,Family Health Matters Dental Clinic,1160 N East St,Anaheim,CA,92805,(714) 441-0411,http://fhm-chc.org/,true,2.13,places
fullerton-ca,Fullerton,CA,AltaMed Pharmacy - Anaheim,1325 N Anaheim Blvd STE 102,Anaheim,CA,92801,(888) 499-9303,https://www.altamed.org,false,2.31,original
fullerton-ca,Fullerton,CA,"Benevolence Industries, Inc. - Anaheim",303 N East St,Anaheim,CA,92805,(714) 491-1771,https://www.bhchealth.org,true,2.75,original
fullerton-ca,Fullerton,CA,SOS-Bridges Health Center,1000 N Kraemer Pl,Anaheim,CA,92806,(949) 270-2100,https://www.shareourselves.org,true,3.04,original
friendswood-tx,Friendswood,TX,MyCHN Pearland Administration,1346 Broadway St,Pearland,TX,77581,(281) 824-1480,https://mychn.org/locations/mychn-silverlake/,true,2.83,places
friendswood-tx,Friendswood,TX,Bee Busy Wellness Center - Bay Area,1300 Bay Area Blvd # 200,Houston,TX,77058,(713) 771-2292,https://mybbwc.org,true,5.05,original
friendswood-tx,Friendswood,TX,St. Hope Community Health Center- Dickinson,3750 Medical Park Blvd STE 150,Dickinson,TX,77539,(832) 431-5162,https://offeringhope.org/,true,8.42,places
friendswood-tx,Friendswood,TX,Legacy Deer Park,3430 Center St,Deer Park,TX,77536,(832) 548-5000,https://www.legacycommunityhealth.org,true,11.58,original
friendswood-tx,Friendswood,TX,"Pasadena Health Center, Inc","908 Southmore Ave, Suite 100",Pasadena,TX,77502,(713) 554-1091,http://www.pasadenahealthcenter.com,true,11.58,original
friendswood-tx,Friendswood,TX,Coastal Health & Wellness - Texas City,9850C Emmett F Lowry Expy STE C103,Texas City,TX,77591,(409) 938-2401,https://www.coastalhw.org,true,13.1,original
fort-worth-tx,Fort Worth,TX,Southeast Community Health Center,2909 Mitchell Blvd,Fort Worth,TX,76105,(817) 916-4333,https://www.ntachc.org,true,3.04,original
fort-worth-tx,Fort Worth,TX,HHM Health Arlington,3201 Matlock Rd,Arlington,TX,76015,(214) 221-0855,https://www.hhmhealth.org/?utm_source=GMBSocialClimb&utm_medium=ThePearlWomen%27sCenteratHHMHealthArlington,true,12.9,places
fort-worth-tx,Fort Worth,TX,LBU Oak Cliff,4732 W Illinois Ave,Dallas,TX,75211,(214) 540-0300,https://www.losbarriosunidos.org,true,24.75,original
fort-smith-ar,Fort Smith,AR,ARcare-159,1501 S Waldron Rd,Fort Smith,AR,72903,(870) 347-2534,https://www.arcare.net/locations/fort-smith-rheumatology/,true,2.22,places
fort-smith-ar,Fort Smith,AR,Northside Clinic at 6th Street,3202 N 6th St,Fort Smith,AR,72904,(479) 783-3900,https://www.rvpcs.org,true,3.2,original
fort-smith-ar,Fort Smith,AR,HWC Adventure Head Start - Sallisaw EHS,305 S Walnut St,Sallisaw,OK,74955,(918) 967-0748,https://healthwellnessok.com/adventure-headstart,true,22.34,places
fort-myers-fl,Fort Myers,FL,BROADWAY DENTAL OFFICE,3600 Broadway,Fort Myers,FL,33901,(239) 344-2335,https://www.fhcswf.org,false,0.74,original
fort-myers-fl,Fort Myers,FL,Huntingdon Health Services Suite 201,43 Barkley Cir STE 201,Fort Myers,FL,33907,(239) 936-5250,https://www.mcrhs.org,true,2.32,original
fort-myers-fl,Fort Myers,FL,Family Care North,"1265 Creekside Pkwy, Ste 206",Naples,FL,34108,(239) 658-3000,http://geraldlevensmd.com/,true,24.65,places
folsom-ca,Folsom,CA,WellSpace Health - Folsom Community Health Center,"1710 Prairie City Rd, #125",Folsom,CA,95630,(916) 407-2222,https://www.wellspacehealth.org,true,2.81,original
folsom-ca,Folsom,CA,San Juan High School,7551 Greenback Ln,Citrus Heights,CA,95610,(916) 971-5112,https://www.sanjuan.edu/SanJuan,true,7.9,original
folsom-ca,Folsom,CA,Sacramento Community Clinic - Sunrise,2485 Sunrise Blvd,Gold River,CA,95670,(916) 642-1867,http://allmedc.com/,true,8.57,places
folsom-ca,Folsom,CA,Fair Oaks Administrative Site,"6600 Mercy Ct, Suite 295",Fair Oaks,CA,95628,(916) 241-9844,http://www.sacent.com/,true,9.24,places
folsom-ca,Folsom,CA,El Dorado Community Health Center Cameron Park Main,"3100 Ponte Morino Dr, Ste 120",Cameron Park,CA,95682,(530) 621-7700,https://www.edcchc.org,true,9.53,original
folsom-ca,Folsom,CA,Cares Community Health dba One Community Health - Carmichael Health Center,"3637 Mission Ave, Ste 1",Carmichael,CA,95608,(916) 443-3299,https://onecommunityhealth.com/,true,12.2,places
florence-sc,Florence,SC,"HopeHealth, Inc.",600 E Palmetto St,Florence,SC,29506,(843) 667-9414,https://www.hope-health.org,true,1.05,original
